grid_index,band,frequency(THz),tau_N_RTA(ps),tau_U_RTA(ps),tau_RTA_NU(ps),tau_MC(ps)
517,5,41.2222,16.4619,30.0253,10.6325,2234.3
517,6,42.497,9.44316,5.6655,3.54103,61.9135
518,1,14.1789,122.923,333.24,89.7988,133.423
518,2,20.552,264.688,52.53,43.8312,58.272
518,3,25.9372,111.207,50.7945,34.8683,50.9614
518,4,34.6236,23.7446,9.41336,6.74096,65.958
518,5,41.5995,14.335,23.2874,8.87304,14194.1
518,6,42.4882,9.70808,7.35543,4.18478,109.765
519,1,14.0741,122.342,334.345,89.568,165.605
519,2,20.6333,237.14,49.7136,41.0979,48.4625
519,3,27.0659,111.949,44.3078,31.744,29.56
519,4,33.5573,22.807,9.10253,6.50594,60.3613
519,5,41.9501,10.765,20.8533,7.09987,1439.02
519,6,42.3678,10.3498,8.7078,4.72904,36.7976
520,1,14.0341,120.075,326.99,87.8244,147.954
520,2,20.6638,283.92,48.7762,41.6252,77.6728
520,3,27.5455,108.477,40.3662,29.4189,45.5745
520,4,33.105,21.394,9.71404,6.68066,47.6988
520,5,42.0734,13.3778,21.178,8.19876,748.019
520,6,42.3236,10.8643,9.65404,5.11173,118.434
521,1,14.0647,122.377,334.164,89.5738,98.4163
521,2,20.6395,214.205,49.5486,40.2404,42.5966
521,3,27.0451,111.769,44.4054,31.7795,55.3435
521,4,33.5906,22.7146,9.0493,6.47122,47.1045
521,5,41.7895,12.3488,17.1051,7.17147,266.902
521,6,42.531,11.3587,8.81697,4.96386,100.043
522,1,14.1602,126.241,334.885,91.6804,53.9642
522,2,20.5646,276.239,53.1302,44.5598,43.6199
522,3,25.9103,111.645,50.9173,34.9691,62.0903
522,4,34.6747,24.1542,9.46695,6.80128,38.6768
522,5,41.4321,14.3023,22.5079,8.74525,387.27
522,6,42.6609,10.5013,4.14096,2.96986,404.409
523,1,14.3034,132.617,342.084,95.5679,51.5974
523,2,20.4512,202.639,53.9724,42.6205,69.0713
523,3,24.5694,125.33,64.6244,42.6385,160.44
523,4,35.9478,23.1306,8.65901,6.30043,35.9524
523,5,41.0532,16.3428,30.3383,10.6213,548.619
523,6,42.6752,9.97146,6.94164,4.09258,146.538
524,1,14.4668,140.273,300.918,95.6746,90.8233
524,2,20.3197,179.522,57.9102,43.7858,96.2477
524,3,23.2446,131.582,87.6421,52.6043,158.112
524,4,37.2162,22.8067,8.68953,6.29217,18.2548
524,5,40.6873,18.694,39.2354,12.6614,976.062
524,6,42.5628,9.89587,6.52436,3.93199,35.6939
525,1,14.614,158.382,207.63,89.8465,56.1709
525,2,20.1985,151.458,59.8119,42.8787,60.9232
525,3,22.0654,137.722,168.149,75.711,287.453
525,4,38.3792,22.6493,8.66877,6.26928,38.9311
525,5,40.3665,19.1887,46.1242,13.5511,963.326
525,6,42.3305,8.48355,6.12021,3.55533,38.7903
526,1,14.7051,171.873,184.472,88.9749,203.213
526,2,20.12,134.236,63.9133,43.298,126.288
526,3,21.1291,209.063,256.991,115.281,529.104
526,4,39.3358,27.8923,10.2171,7.47788,17.8411
526,5,40.1194,12.0012,37.8441,9.11168,387.758
526,6,42.0302,5.95284,4.81167,2.66088,20.9709
527,1,14.7066,107.124,666.467,92.2902,0
527,2,20.1125,56.2102,213.534,44.4969,0
527,3,20.5132,191.593,2442.18,177.656,0
527,4,39.8408,11.4008,93.1708,10.1579,0
527,5,39.9871,14.7794,892.021,14.5386,0
527,6,41.8606,2.39462,7.85884,1.83538,0
529,1,14.6031,174.215,200.125,93.1366,247.375
529,2,20.1884,123.489,69.1652,44.334,152.298
529,3,20.2705,376.861,469.479,209.051,1761.1
529,4,39.6004,22.6253,10.8918,7.35236,72.4485
529,5,39.9808,22.1915,52.5848,15.6057,1674.78
529,6,42.1062,6.38882,2.69207,1.89399,43.3283
530,1,14.4039,149.559,226.549,90.087,66.0344
530,2,20.3389,147.465,61.7788,43.5388,57.6561
530,3,20.4202,282.134,402.917,165.939,985.044
530,4,38.8711,20.9135,9.09518,6.33857,100.644
530,5,40.0535,25.5777,46.516,16.5031,2383.24
530,6,42.5606,12.1873,1.52603,1.35621,19.0422
531,1,14.1381,144.801,218.48,87.0844,112.097
531,2,20.5386,157.545,58.5702,42.6969,112.267
531,3,20.9426,167.296,300.671,107.488,448.147
531,4,37.871,20.5399,8.96903,6.24295,58.7669
531,5,40.2456,28.9602,24.7329,13.3401,1934.55
531,6,42.9697,15.0565,2.3533,2.0352,29.6385
532,1,13.8431,134.24,332.274,95.6125,188.216
532,2,20.7565,185.673,55.0567,42.4648,66.6908
532,3,21.7827,105.695,191.708,68.1315,183.871
532,4,36.7078,19.5826,8.56697,5.95972,33.0158
532,5,40.5336,20.8986,74.854,16.3374,4688.57
532,6,43.2571,18.2961,2.36455,2.09393,38.1713
533,1,13.5565,122.047,354.499,90.7901,152.953
533,2,20.9641,224.514,50.2342,41.0495,44.2337
533,3,22.8564,104.732,84.3999,46.7366,196.711
533,4,35.4438,18.1763,8.42063,5.75464,59.0317
533,5,40.8877,18.5105,69.1156,14.6003,7434.51
533,6,43.4082,27.7057,3.21812,2.88323,22.5887
534,1,13.3113,132.132,357.436,96.4703,90.6385
534,2,21.1383,225.182,47.9244,39.5147,43.0632
534,3,24.0501,103.173,79.3999,44.8692,208.383
534,4,34.1523,19.9999,8.60884,6.0183,21.4204
534,5,41.2686,17.2401,53.5957,13.0442,924.21
534,6,43.4326,32.6196,5.07858,4.39441,223.589
535,1,13.1338,134.678,365.657,98.4258,100.072
535,2,21.2626,269.427,49.3437,41.7056,43.0094
535,3,25.1935,99.5502,60.8364,37.7605,75.7031
535,4,32.9653,23.9038,10.6923,7.38774,46.4863
535,5,41.6237,19.9658,40.1072,13.33,7320.39
535,6,43.3606,37.694,6.03097,5.19912,46.1783
536,1,13.0424,133.9,356.672,97.3526,106.821
536,2,21.3261,246.151,49.0735,40.9163,54.8086
536,3,25.9803,100.293,52.4201,34.4265,35.7716
536,4,32.1609,18.1654,12.8343,7.52072,38.4898
536,5,41.8741,23.7324,51.0968,16.2056,2829.86
536,6,43.2553,16.2347,6.60227,4.69352,29.5304
537,1,13.0464,134.291,354.238,97.3757,106.113
537,2,21.3237,240.102,48.9084,40.6317,64.6491
537,3,25.9909,100.086,52.8239,34.5754,65.4803
537,4,32.1441,18.188,12.7293,7.48837,51.0822
537,5,41.915,24.8646,56.9693,17.3097,706.74
537,6,43.2131,14.3298,6.56035,4.50013,129.014
538,1,13.146,135.305,365.484,98.7477,178.553
538,2,21.2553,265.826,48.6065,41.0926,53.8881
538,3,25.2164,100.492,60.7612,37.866,45.7248
538,4,32.924,23.7132,10.8385,7.43857,41.8972
538,5,41.7212,21.3123,43.7162,14.3275,117.299
538,6,43.2594,20.7513,6.11111,4.72085,32.9441
539,1,13.3314,132.655,360.808,96.994,111.25
539,2,21.126,204.437,46.427,37.8348,111.339
539,3,24.0745,104.238,78.6732,44.8346,57.5119
539,4,34.0981,21.2511,9.27706,6.4579,77.2143
539,5,41.3917,17.9456,58.1707,13.7146,77.1902
539,6,43.3031,33.5318,5.48492,4.71386,20.2239
540,1,13.5844,124.263,356.397,92.1381,85.5641
540,2,20.9465,224.529,51.0431,41.5886,67.7436
540,3,22.8776,105.283,83.7629,46.6491,69.2538
540,4,35.3833,18.3237,8.27202,5.69919,45.2214
540,5,41.0219,18.236,73.3692,14.6057,313.126
540,6,43.264,28.9021,4.50641,3.89855,20.2937
541,1,13.8785,134.16,322.389,94.7364,175.451
541,2,20.7335,181.714,55.6874,42.6248,88.9492
541,3,21.7994,104.873,198.228,68.5867,102.436
541,4,36.646,19.325,8.57149,5.93781,107.216
541,5,40.6727,19.7543,75.1896,15.6442,588.825
541,6,43.1025,20.1433,3.36703,2.88482,41.256
542,1,14.1804,134.002,256.172,87.9802,86.605
542,2,20.51,151.816,58.2104,42.077,102.31
542,3,20.9549,167.194,304.475,107.928,109.855
542,4,37.8144,20.4044,9.01946,6.25468,41.3486
542,5,40.3856,26.6865,17.243,10.4749,118.14
542,6,42.8044,17.2186,2.50381,2.18594,58.274
543,1,14.4521,150.885,230.162,91.1384,135.625
543,2,20.3054,112.402,61.4115,39.7137,97.2972
543,3,20.4292,283.733,406.408,167.084,329.788
543,4,38.8323,19.7006,9.05543,6.20383,131.399
543,5,40.1891,27.7491,39.9661,16.3778,472.468
543,6,42.379,13.6588,2.07398,1.80058,17.4719
544,1,14.0757,135.486,260.89,89.1754,133.342
544,2,20.0921,284.852,503.798,181.966,1277.04
544,3,20.5778,146.057,58.0335,41.5316,116.69
544,4,38.1155,16.3908,8.88382,5.76123,95.3646
544,5,40.1043,36.0901,49.0114,20.7849,14515
544,6,42.9744,15.3544,5.25824,3.91688,36.7179
545,1,14.4535,150.878,229.322,91.0037,143.074
545,2,20.3043,120.009,60.1264,40.0571,216.799
545,3,20.4282,284.114,408.543,167.576,889.245
545,4,38.8959,19.859,8.63266,6.01706,130.587
545,5,40.1097,26.73,48.5866,17.2435,952.276
545,6,42.3935,13.4485,2.11044,1.82418,113.38
546,1,14.7568,173.862,189.832,90.7482,456.862
546,2,20.0827,131.734,62.9185,42.5811,515.048
546,3,21.1393,205.963,259.468,114.82,95.9081
546,4,39.4235,23.064,9.37341,6.66478,31.4889
546,5,40.131,11.571,34.5645,8.66894,786.156
546,6,41.8453,5.65879,5.11655,2.68701,73.6769
547,1,14.9625,99.239,598.38,85.1219,68.2395
547,2,19.935,59.8871,197.506,45.9533,209.749
547,3,22.1734,84.7149,946.807,77.7576,122.455
547,4,39.5004,11.2634,57.6406,9.42226,1898.53
547,5,40.0345,5.47124,38.8917,4.79648,111.572
547,6,41.6517,3.62605,52.2504,3.39074,535.271
549,1,15.0657,166.487,179.265,86.32,186.182
549,2,19.8677,145.881,66.4122,45.6363,80.4419
549,3,23.4563,154.614,83.851,54.3666,127.046
549,4,38.6884,29.1949,8.64992,6.67287,98.9482
549,5,40.268,7.98065,14.1805,5.10667,34.9958
549,6,41.7984,11.4187,7.1364,4.3917,2368.16
550,1,15.084,147.974,258.758,94.1393,207.989
550,2,19.8674,170.596,60.5421,44.6843,89.5192
550,3,24.8998,146.987,56.529,40.8274,35.7287
550,4,37.5438,25.0674,8.04491,6.09033,156.568
550,5,40.5699,8.45806,13.5297,5.2045,289.89
550,6,41.9961,11.6048,11.8615,5.86589,1826.08
551,1,15.0511,132.891,285.848,90.7168,134.795
551,2,19.906,257.38,60.0635,48.6989,64.0654
551,3,26.3984,130.479,45.7909,33.8955,35.2934
551,4,36.2864,25.5356,7.87585,6.01933,102.69
551,5,40.8573,8.77582,10.2106,4.71951,185.481
551,6,42.139,13.675,20.0266,8.12613,8557.51
552,1,15.0033,116.484,286.597,82.8218,133.455
552,2,19.953,357.485,55.4736,48.0217,96.992
552,3,27.7939,120.974,39.3453,29.6893,50.4319
552,4,35.0682,24.6816,7.95406,6.01547,262.932
552,5,41.0849,7.96827,11.3395,4.67979,139.636
552,6,42.2186,15.0985,28.5121,9.87122,2646.07
553,1,14.9689,116.724,301.484,84.1459,134.239
553,2,19.9848,453.313,56.3422,50.1136,42.0813
553,3,28.7578,128.18,40.819,30.9599,41.3838
553,4,34.2011,22.5511,6.98138,5.331,43.4436
553,5,41.2001,7.77555,12.2878,4.76214,71.9048
553,6,42.263,15.6734,36.585,10.9726,2708.85
554,1,14.9631,115.607,302.022,83.6052,146.649
554,2,19.9891,462.295,56.2211,50.1252,57.4927
554,3,28.7442,127.853,40.7934,30.926,40.2774
554,4,34.2204,22.9717,6.97457,5.35017,31.997
554,5,41.1668,8.08619,11.3358,4.71958,87.6238
554,6,42.2983,15.0155,32.0941,10.2295,1374.51
555,1,14.986,124.774,288.025,87.0593,141.211
555,2,19.9658,370.146,56.4556,48.9844,42.2869
555,3,27.7664,120.172,39.5432,29.7528,51.6648
555,4,35.112,25.0437,7.88509,5.99694,16.7651
555,5,40.9986,7.60343,10.9252,4.48328,329.438
555,6,42.3111,14.0377,22.4532,8.63755,4920.6
556,1,15.0228,135.052,288.7,92.0104,125.233
556,2,19.9271,257.67,60.7446,49.1562,53.5581
556,3,26.3701,130.416,46.1902,34.1095,374.805
556,4,36.3391,26.1234,7.70313,5.94894,44.6228
556,5,40.7417,9.22851,12.7844,5.35963,124.258
556,6,42.2667,12.9915,15.9921,7.16824,1037.94
557,1,15.0458,157.236,262.401,98.3203,143.029
557,2,19.896,179.021,62.5962,46.3793,108.187
557,3,24.8755,147.598,56.983,41.1112,169.392
557,4,37.5953,26.1751,8.14258,6.21059,59.476
557,5,40.4432,8.6724,16.3557,5.66735,112.694
557,6,42.1452,10.6848,9.78012,5.10623,801.286
558,1,15.0196,187.122,180.365,91.8407,157.819
558,2,19.9021,152.938,66.9142,46.5482,94.6984
558,3,23.4372,154.312,82.6941,53.8412,428.18
558,4,38.7225,30.4364,8.968,6.92698,29.8588
558,5,40.1479,8.20901,17.3816,5.5757,57.3607
558,6,41.9642,10.5607,7.68469,4.44802,90.2238
559,1,14.9118,97.5111,574.183,83.3552,0
559,2,19.9724,61.8004,195.282,46.9441,0
559,3,22.1593,83.626,972.05,77.0015,0
559,4,39.4521,12.0563,55.8063,9.9144,0
559,5,39.9833,6.34964,61.7725,5.75779,0
559,6,41.8348,3.42419,36.2416,3.12859,0
561,1,14.7051,171.873,184.472,88.9749,94.771
561,2,20.12,134.236,63.9133,43.298,411.893
561,3,21.1291,209.063,256.991,115.281,1011.11
561,4,39.3358,27.8923,10.2171,7.47788,22.5416
561,5,40.1194,12.0012,37.8441,9.11168,320.011
561,6,42.0302,5.95284,4.81167,2.66088,23.2506
562,1,14.4039,149.559,226.549,90.087,51.1265
562,2,20.3389,147.465,61.7788,43.5388,129.289
562,3,20.4202,282.134,402.917,165.939,418.537
562,4,38.8711,20.9135,9.09518,6.33857,28.6355
562,5,40.0535,25.5777,46.516,16.5031,2095.18
562,6,42.5606,12.1873,1.52603,1.35621,24.1926
563,1,14.0303,133.884,255.167,87.8107,63.6909
563,2,20.0842,281.722,509.939,181.468,594.223
563,3,20.6082,151.144,57.2303,41.5119,71.4744
563,4,38.1403,17.1748,8.97658,5.89532,25.5698
563,5,40.0105,35.9275,51.5087,21.1649,924.602
563,6,43.1284,13.3919,5.14373,3.71632,38.3421
564,1,13.6154,124.769,251.909,83.4412,123.115
564,2,20.1401,207.65,481.427,145.076,302.61
564,3,20.9013,166.752,57.1574,42.5668,53.196
564,4,37.1799,17.5203,8.8815,5.89379,28.7627
564,5,40.1024,31.1096,50.3749,19.2324,6398.74
564,6,43.596,23.1116,6.21884,4.90028,49.2203
565,1,13.1928,130.087,323.985,92.8186,80.2821
565,2,20.5677,132.801,354.06,96.5771,280.594
565,3,21.1921,193.449,50.8996,40.2968,43.6887
565,4,36.0521,18.9851,9.55572,6.35638,49.0504
565,5,40.3181,18.7029,18.0478,9.18476,551.671
565,6,43.9252,26.9644,7.21107,5.68953,61.987
566,1,12.7949,133.939,362.429,97.797,67.8585
566,2,21.3081,84.6807,272.477,64.6032,496.875
566,3,21.4583,160.684,46.9519,36.3348,83.8293
566,4,34.8118,19.5198,10.6916,6.90791,56.4604
566,5,40.626,18.6813,99.4459,15.7269,13233.2
566,6,44.1114,24.7149,7.48348,5.74419,40.7512
567,1,12.4511,138.975,352.048,99.6407,86.2373
567,2,21.6824,217.17,48.1682,39.424,55.0383
567,3,22.2669,88.3748,99.6089,46.8281,246.008
567,4,33.5217,22.8729,11.2014,7.51912,36.9299
567,5,40.9855,22.1915,97.4431,18.0751,6341.85
567,6,44.168,21.5665,2.295,2.07427,41.9978
568,1,12.1865,140.364,380.303,102.524,165.564
568,2,21.851,293.658,48.3522,41.5163,45.6921
568,3,23.305,80.4425,107.119,45.9418,134.142
568,4,32.2812,24.3294,13.9213,8.85465,27.3584
568,5,41.3429,24.4416,67.9777,17.9777,4721.2
568,6,44.1257,26.0718,3.60555,3.16751,25.5205
569,1,12.0208,142.976,332.071,99.944,116.054
569,2,21.955,300.12,48.4985,41.7516,128.147
569,3,24.1963,86.162,85.1359,42.823,48.4651
569,4,31.2814,20.0461,14.9235,8.5548,32.8131
569,5,41.6276,27.9038,44.901,17.2092,4512.69
569,6,44.0374,24.7439,4.03135,3.46656,16.6015
570,1,11.9666,147.695,343.539,103.289,149.912
570,2,21.989,320.9,50.2027,43.4113,58.5192
570,3,24.5806,84.8182,79.0067,40.9047,46.475
570,4,30.8596,20.9536,16.1988,9.13596,12.4578
570,5,41.7565,29.8274,76.2934,21.4438,843.463
570,6,43.9742,28.6369,3.90439,3.43593,28.1927
571,1,12.0281,144.195,335.332,100.835,180.963
571,2,21.9511,289.781,48.3704,41.4513,57.6446
571,3,24.2124,86.714,84.7407,42.858,71.8757
571,4,31.2536,19.9659,15.0469,8.58042,64.7381
571,5,41.6789,29.0671,47.7004,18.0612,1452.39
571,6,43.9831,25.4299,3.95783,3.4248,28.4974
572,1,12.201,139.561,378.138,101.938,152.976
572,2,21.8432,270.44,46.5207,39.6928,79.4898
572,3,23.327,81.4489,106.646,46.18,45.5981
572,4,32.2362,24.1493,13.9621,8.84708,94.8673
572,5,41.4289,25.5877,71.4,18.8371,319.891
572,6,44.0337,25.1651,3.72298,3.24318,11.1594
573,1,12.4725,138.445,348.313,99.068,81.1511
573,2,21.6704,229.502,47.5873,39.4147,69.4711
573,3,22.2881,90.5331,102.193,48.0051,50.6325
573,4,33.4676,22.6949,11.4296,7.60138,102.206
573,5,41.0905,22.9626,102.555,18.7618,234.436
573,6,44.0536,20.2986,3.32701,2.8585,68.979
574,1,12.8229,131.091,348.177,95.2348,141.411
574,2,21.3257,83.6255,277.283,64.2488,58.8897
574,3,21.442,160.006,46.6557,36.1228,48.3687
574,4,34.7536,19.2903,10.758,6.90639,65.2204
574,5,40.7402,18.7213,109.496,15.9877,238.061
574,6,43.9834,22.2735,6.67972,5.13866,31.5505
575,1,13.2272,130.83,315.886,92.5136,178.356
575,2,20.5811,132.007,365.781,97.0002,271.298
575,3,21.1711,185.415,48.5385,38.4682,82.1475
575,4,35.9949,18.6771,10.2938,6.63627,215.845
575,5,40.4344,17.2944,13.5397,7.59421,1034.87
575,6,43.7878,25.046,7.35359,5.68458,52.2242
576,1,13.6556,126.038,274.266,86.354,270.608
576,2,20.15,207.951,490.489,146.037,142.454
576,3,20.8756,161.153,56.6661,41.9243,226.135
576,4,37.1315,16.963,8.90732,5.84047,147.993
576,5,40.2137,28.9818,42.5105,17.2331,2364.15
576,6,43.4508,23.5202,6.29234,4.96426,42.3047
577,1,13.1106,138.526,248.478,88.9414,123.458
577,2,19.718,206.076,563.594,150.9,547.743
577,3,21.2424,167.668,46.5844,36.4557,128.327
577,4,36.2542,16.428,9.4053,5.98105,23.94
577,5,40.1641,28.2076,57.7309,18.949,14625.7
577,6,43.9681,31.3152,6.86964,5.63376,34.5909
578,1,13.6579,125.375,276.509,86.2618,245.815
578,2,20.1482,206.758,481.556,144.651,511.178
578,3,20.8739,164.357,57.9997,42.8711,74.7811
578,4,37.165,16.736,8.79379,5.76475,85.3369
578,5,40.1751,30.9496,51.2011,19.2896,1721.08
578,6,43.4533,23.4696,6.29537,4.96388,63.7742
579,1,14.1842,134.785,254.682,88.1391,377.559
579,2,20.5071,156.161,57.9272,42.2535,122.014
579,3,20.9522,165.232,299.007,106.423,194.187
579,4,37.8889,18.8467,8.75657,5.97872,58.3282
579,5,40.2895,29.7566,26.6525,14.0596,89.0549
579,6,42.8222,17.0809,2.58067,2.24195,62.4341
580,1,14.6626,146.31,203.465,85.109,445.779
580,2,20.1635,155.546,60.2984,43.4534,675.706
580,3,22.0783,135.511,165.65,74.5363,144.152
580,4,38.4325,20.4988,8.31011,5.913,30.4585
580,5,40.3749,18.2809,40.392,12.5851,121.031
580,6,42.1841,8.21539,6.38513,3.59277,54.6459
581,1,15.0688,169.226,177.436,86.6168,710.583
581,2,19.8652,147.417,66.61,45.8795,1014.04
581,3,23.4546,151.811,82.514,53.4579,62.237
581,4,38.8064,24.6682,8.50506,6.32451,15.9962
581,5,40.0988,7.7605,15.505,5.17189,377.539
581,6,41.8473,11.6727,7.63148,4.61454,484.805
582,1,15.3847,92.261,711.031,81.6645,853.142
582,2,19.6306,68.5653,179.611,49.6223,215.808
582,3,24.9992,87.2993,76.9518,40.8998,57.0197
582,4,38.7526,10.8586,49.6066,8.90858,1351.54
582,5,39.6109,4.03148,115.076,3.89502,798.389
582,6,41.9142,8.59424,223.439,8.27592,2926.9
584,1,15.6037,141.532,193.786,81.7938,100.52
584,2,19.4688,184.384,67.7415,49.5406,69.0797
584,3,26.6217,153.285,42.8567,33.4925,29.1826
584,4,37.797,27.8618,8.37842,6.44141,245.931
584,5,39.6815,5.70791,10.7677,3.73043,100.195
584,6,42.0991,17.3181,19.6413,9.20336,364.66
585,1,15.7343,119.271,225.1,77.9622,128.262
585,2,19.3747,258.128,64.3851,51.5316,62.6992
585,3,28.2066,137.933,36.8903,29.1059,31.9403
585,4,36.5832,28.6135,7.57227,5.98769,149.029
585,5,39.8536,6.00629,11.0594,3.89237,119.744
585,6,42.2652,17.4017,16.2573,8.40501,826.387
586,1,15.7962,120.965,253.46,81.8848,194.089
586,2,19.3324,336.512,60.2891,51.1289,44.3451
586,3,29.5412,146.284,38.9281,30.7461,25.1079
586,4,35.4684,27.4981,6.29225,5.12054,47.2857
586,5,39.9715,6.2739,11.2193,4.02378,152.235
586,6,42.3757,18.1866,24.652,10.4657,1231.6
587,1,15.809,114.211,256.001,78.9768,106.611
587,2,19.3249,507.786,60.2878,53.8897,94.6175
587,3,30.1277,168.08,38.6426,31.4191,59.7489
587,4,34.9579,25.6385,6.42104,5.135,64.5589
587,5,40.0075,6.4513,12.6121,4.26809,56.1875
587,6,42.4212,19.188,24.8937,10.8358,1391.01
588,1,15.7809,120.487,243.301,80.5817,157.019
588,2,19.3448,366.295,62.4608,53.3616,38.5407
588,3,29.5171,144.663,38.949,30.6869,42.659
588,4,35.4985,28.1379,6.20136,5.08145,29.7525
588,5,39.9566,6.26464,11.12,4.00715,60.2856
588,6,42.3995,17.5418,23.2175,9.99225,1379.22
589,1,15.7052,133.141,228.87,84.1741,84.1012
589,2,19.3983,230.198,65.2257,50.8247,107.988
589,3,28.1768,138.208,37.255,29.3449,102.319
589,4,36.6204,28.9061,7.67799,6.06659,41.241
589,5,39.8301,6.03777,11.32,3.93758,70.0818
589,6,42.3108,16.445,14.7047,7.76312,5031.53
590,1,15.5638,150.537,194.849,84.9253,353.441
590,2,19.5006,180.715,68.5805,49.7142,158.146
590,3,26.5943,153.986,43.2754,33.7816,399.751
590,4,37.8168,28.1462,8.70357,6.64787,33.1713
590,5,39.6677,5.66328,11.0246,3.74136,34.6075
590,6,42.1635,15.8643,17.7089,8.36795,9799.7
591,1,15.3381,94.7036,752.696,84.1197,0
591,2,19.6668,70.6937,174.722,50.3299,0
591,3,24.9766,88.1714,78.2886,41.4683,0
591,4,38.6917,11.2758,50.9389,9.23216,0
591,5,39.665,4.37602,93.0811,4.17953,0
591,6,41.9985,8.70887,132.673,8.17243,0
593,1,15.0196,187.122,180.365,91.8407,243.8
593,2,19.9021,152.938,66.9142,46.5482,125.12
593,3,23.4372,154.312,82.6941,53.8412,726.883
593,4,38.7225,30.4364,8.968,6.92698,91.2835
593,5,40.1479,8.20901,17.3816,5.5757,319.558
593,6,41.9642,10.5607,7.68469,4.44802,33.3097
594,1,14.614,158.382,207.63,89.8465,65.4344
594,2,20.1985,151.458,59.8119,42.8787,67.8252
594,3,22.0654,137.722,168.149,75.711,232.84
594,4,38.3792,22.6493,8.66877,6.26928,20.6082
594,5,40.3665,19.1887,46.1242,13.5511,297.627
594,6,42.3305,8.48355,6.12021,3.55533,47.0621
595,1,14.1381,144.801,218.48,87.0844,52.0106
595,2,20.5386,157.545,58.5702,42.6969,111.529
595,3,20.9426,167.296,300.671,107.488,954.819
595,4,37.871,20.5399,8.96903,6.24295,49.7229
595,5,40.2456,28.9602,24.7329,13.3401,2277.56
595,6,42.9697,15.0565,2.3533,2.0352,27.881
596,1,13.6154,124.769,251.909,83.4412,58.3381
596,2,20.1401,207.65,481.427,145.076,1136.43
596,3,20.9013,166.752,57.1574,42.5668,33.6102
596,4,37.1799,17.5203,8.8815,5.89379,33.6357
596,5,40.1024,31.1096,50.3749,19.2324,1996.79
596,6,43.596,23.1116,6.21884,4.90028,27.1581
597,1,13.0724,138.099,214.398,83.9955,63.748
597,2,19.7094,203.924,562.941,149.697,539.707
597,3,21.2656,172.713,48.3073,37.749,35.7279
597,4,36.2917,16.8389,9.40447,6.03432,18.7553
597,5,40.0717,28.2169,62.4457,19.4349,806.312
597,6,44.1057,30.4268,6.77431,5.54071,26.7572
598,1,12.5364,134.245,243.296,86.5106,107.084
598,2,19.6703,159.171,521.419,121.946,334.654
598,3,21.6124,142.841,42.9255,33.0066,68.6799
598,4,35.2285,17.0689,8.94952,5.87117,33.5464
598,5,40.179,25.5515,48.998,16.7939,651.396
598,6,44.4701,28.4193,7.38315,5.8606,57.8672
599,1,12.035,138.962,320.039,96.8915,68.3799
599,2,20.0014,99.4326,491.84,82.7113,145.84
599,3,21.9253,178.394,44.4717,35.5976,38.7261
599,4,34.0334,18.7142,11.5165,7.12923,62.9243
599,5,40.4063,22.9191,15.0006,9.06651,380.219
599,6,44.6865,25.2612,8.2769,6.23424,447.611
600,1,11.5946,143.062,311.11,97.9981,83.8213
600,2,20.6381,72.6444,359.371,60.4291,126.102
600,3,22.191,178.581,44.4137,35.5678,36.2451
600,4,32.7633,21.1657,13.8356,8.36656,16.518
600,5,40.7167,23.2651,110.514,19.2192,825.235
600,6,44.7678,22.4335,7.65529,5.70761,81.9017
601,1,11.2398,148.262,314.941,100.806,76.3776
601,2,21.4697,61.8,271.509,50.3415,78.0533
601,3,22.399,222.94,42.8236,35.9233,50.2477
601,4,31.5002,25.2483,14.9131,9.37543,34.2651
601,5,41.0597,26.7497,106.459,21.3781,917.79
601,6,44.742,20.2212,7.28686,5.35658,115.218
602,1,10.9914,155.815,322.125,105.017,79.0878
602,2,22.3212,66.5852,95.0243,39.1512,78.2294
602,3,22.5413,313.391,47.9276,41.5702,80.7519
602,4,30.3842,21.5108,18.6842,9.99906,25.5719
602,5,41.3696,30.8972,74.0972,21.8049,17790.6
602,6,44.6553,22.1501,2.74635,2.4434,18.1982
603,1,10.8648,161.37,309.232,106.036,91.3979
603,2,22.613,285.255,46.743,40.1619,55.4059
603,3,22.9112,60.0915,186.049,45.4211,427.263
603,4,29.6672,23.0395,18.309,10.2018,74.9403
603,5,41.5683,33.9515,59.6087,21.631,2075.89
603,6,44.571,19.2845,3.25905,2.7879,45.9296
604,1,10.8682,161.655,310.145,106.267,87.784
604,2,22.6114,401.706,46.3182,41.5297,70.945
604,3,22.919,60.4195,183.95,45.481,196.404
604,4,29.654,23.1268,18.3525,10.2324,52.9359
604,5,41.5905,34.6076,68.9304,23.04,673.438
604,6,44.547,20.0709,3.34394,2.86639,57.9409
605,1,11.0015,156.028,319.069,104.786,57.8436
605,2,22.3389,70.6607,83.2012,38.2099,42.4953
605,3,22.5365,265.476,45.9175,39.1466,182.836
605,4,30.3505,21.4007,18.8142,10.0121,67.167
605,5,41.4293,32.3263,76.0529,22.6843,281.292
605,6,44.59,25.8335,2.46349,2.24902,9.47107
606,1,11.2564,147.996,305.594,99.7085,59.8225
606,2,21.4896,61.1124,242.805,48.8237,138.387
606,3,22.3908,211.032,42.5583,35.416,77.5714
606,4,31.4547,25.1457,15.084,9.4283,80.5694
606,5,41.1439,27.8732,111.328,22.2919,270.557
606,6,44.6483,20.2401,6.87422,5.13142,190.983
607,1,11.6173,143.28,312.512,98.2394,97.1459
607,2,20.6559,71.6824,405.026,60.9036,333.403
