grid_index,band,frequency(THz),tau_N_RTA(ps),tau_U_RTA(ps),tau_RTA_NU(ps),tau_MC(ps)
827,1,4.01411,170.664,10725.9,167.991,316.324
827,2,11.8436,77.8093,3015.34,75.8519,107.917
827,3,18.9604,22.8432,3137.81,22.6781,73.3824
827,4,25.5849,64.4768,84.9325,36.6522,286.272
827,5,41.3922,17.0071,115.96,14.8318,1779.57
827,6,44.7028,22.4535,1264.52,22.0618,227.853
828,1,3.52711,176.284,66157.7,175.815,344.2
828,2,11.2096,79.5798,4936.13,78.3172,128.823
828,3,17.6154,24.4645,4167.15,24.3217,132.948
828,4,25.7482,58.7251,87.8373,35.1949,234.643
828,5,41.5243,19.8494,58.594,14.8267,131.794
828,6,44.4597,19.5288,11958.7,19.497,155.787
829,1,3.22798,191.465,143648,191.21,346.937
829,2,10.959,73.9883,11488.2,73.5148,140.692
829,3,16.6321,26.1676,5767.88,26.0494,150.052
829,4,25.8457,52.1263,95.2259,33.6865,574.75
829,5,41.6469,28.2702,20.6835,11.9445,429.155
829,6,44.2641,23.4828,36219.3,23.4676,66.999
830,1,3.1293,201.079,185547,200.861,798.707
830,2,10.9171,68.7626,16341.3,68.4745,931.855
830,3,16.2552,27.6982,6779.1,27.5855,168.264
830,4,25.8778,53.1814,94.4717,34.0266,272.024
830,5,41.7136,28.4002,33.5204,15.3743,137.927
830,6,44.1704,25.4198,35902,25.4018,595.201
831,1,3.23527,192.081,144010,191.825,536.36
831,2,10.9654,73.9295,12188.9,73.4838,542.147
831,3,16.6204,26.2714,6005.31,26.157,445.865
831,4,25.8445,50.4086,94.1159,32.8266,185.69
831,5,41.696,28.417,24.9349,13.2812,11.13
831,6,44.2096,22.9009,26994.8,22.8815,320.387
832,1,3.54044,176.957,67533,176.494,606.584
832,2,11.2194,79.6462,5517.48,78.5129,633.836
832,3,17.5953,24.4934,4506.53,24.361,125.286
832,4,25.7458,58.5181,90.119,35.4797,333.273
832,5,41.6102,20.047,69.5512,15.5616,254.003
832,6,44.3632,20.0765,6817.12,20.0176,3029.91
833,1,2.94524,195.867,180845,195.655,845.858
833,2,10.0836,68.9653,6256.37,68.2134,970.775
833,3,15.9716,26.6105,4898.02,26.4667,538.085
833,4,25.9395,52.6949,98.769,34.3621,2120.74
833,5,41.7424,17.5062,3418.66,17.417,229.476
833,6,44.0595,20.9814,14844.8,20.9518,220.161
834,1,3.54577,177.756,65117.4,177.272,876.26
834,2,11.2193,79.5735,5103.96,78.3519,269.849
834,3,17.5899,24.4566,4270.77,24.3173,765.973
834,4,25.7447,60.3693,90.1326,36.154,648.194
834,5,41.6504,19.3763,87.1045,15.8504,631.864
834,6,44.3176,20.0539,6783.47,19.9948,194.783
835,1,4.3126,150.962,6495.27,147.533,965.424
835,2,12.7149,70.3987,4586.52,69.3345,5730.76
835,3,19.3459,22.0402,2428.89,21.842,527.154
835,4,25.4836,61.7173,59.3854,30.2645,616.138
835,5,41.5735,28.4059,31.4072,14.9156,310.48
835,6,44.5821,19.3231,5900.01,19.2601,612.731
836,1,5.22398,149.222,2438.99,140.619,1240.25
836,2,14.4276,60.7151,3508.45,59.6823,5667.42
836,3,21.1535,19.4825,751.79,18.9904,250.314
836,4,25.1552,59.9541,48.1816,26.7135,1087.41
836,5,41.5212,34.7418,39.1718,18.412,706.058
836,6,44.8163,26.764,2097.35,26.4268,793.687
837,1,6.25527,153.364,1770.9,141.141,1101.64
837,2,16.2246,55.2052,2686.12,54.0935,1924.01
837,3,22.9719,17.9344,100.118,15.2098,631.994
837,4,24.7592,66.7077,46.62,27.4418,2541.46
837,5,41.4931,41.8127,62.1067,24.9891,931.184
837,6,44.9883,21.2297,789.649,20.6739,3187.89
838,1,7.37949,165.446,1006.31,142.086,0
838,2,17.9937,50.4167,1607.66,48.8837,0
838,3,24.2959,112.058,48.7315,33.9621,0
838,4,24.7924,23.2005,51.1065,15.9567,0
838,5,41.483,44.5454,79.1779,28.5073,0
838,6,45.0687,14.1571,202.16,13.2306,0
839,1,8.56799,171.988,502.389,128.125,1469.18
839,2,19.643,47.4938,960.567,45.2561,873.798
839,3,23.7668,149.723,46.1119,35.2542,953.04
839,4,26.6257,25.7611,32.2989,14.331,248.818
839,5,41.4816,42.563,57.9286,24.5355,1995.8
839,6,45.0297,10.6181,24.3412,7.3931,382.15
840,1,9.79119,174.418,377.732,119.321,462.008
840,2,21.1032,57.1157,109.046,37.483,311.921
840,3,23.1751,222.926,45.7055,37.9291,537.699
840,4,28.4868,24.292,23.8101,12.0243,216.9
840,5,41.4784,37.4574,70.662,24.4805,519.356
840,6,44.8452,14.6009,5.34454,3.91243,176.476
841,1,11.0185,157.104,317.259,105.073,383.842
841,2,22.3329,69.899,88.3589,39.0262,122.237
841,3,22.5268,311.185,47.361,41.105,152.547
841,4,30.3785,21.0892,18.576,9.8765,71.2806
841,5,41.4634,32.5966,65.5256,21.7679,276.32
841,6,44.4943,24.656,3.10683,2.75915,158.427
842,1,12.2169,140.546,381.732,102.725,578.73
842,2,21.833,282.698,49.3515,42.0166,424.257
842,3,23.3185,79.4071,107.205,45.6179,93.55
842,4,32.2829,23.7296,13.7745,8.7154,40.7608
842,5,41.4237,25.3781,61.5136,17.966,584.098
842,6,43.9667,25.1547,4.04773,3.48668,153.617
843,1,13.3459,133.141,365.318,97.5785,408.878
843,2,21.1158,158.916,47.6726,36.6716,63.4618
843,3,24.0657,102.313,78.9981,44.5783,59.4376
843,4,34.1643,21.1907,9.0111,6.32252,46.7097
843,5,41.3297,17.6259,48.8763,12.9543,833.755
843,6,43.2807,32.7285,5.84805,4.96151,326.451
844,1,14.3434,132.955,339.48,95.5384,766.86
844,2,20.4228,201.472,54.2925,42.7675,173.82
844,3,24.5874,122.483,64.6042,42.2954,82.5073
844,4,35.9756,22.0334,8.53024,6.14947,51.4558
844,5,41.0734,15.4405,26.5851,9.76757,285.053
844,6,42.5472,10.0764,7.38941,4.26311,789.321
845,1,15.0916,148.919,258.708,94.514,12654
845,2,19.8613,173.782,60.9498,45.1238,1625.02
845,3,24.8959,144.254,56.4592,40.5776,41.4113
845,4,37.6519,23.9919,7.87974,5.9316,14.6233
845,5,40.3887,7.93612,14.986,5.18847,269.48
845,6,42.0637,12.1686,10.8828,5.74491,2248.6
846,1,15.3847,92.261,711.031,81.6645,465.096
846,2,19.6306,68.5653,179.611,49.6223,68.3095
846,3,24.9992,87.2993,76.9518,40.8998,25.5843
846,4,38.7526,10.8586,49.6066,8.90858,146.969
846,5,39.6109,4.03148,115.076,3.89502,3200.68
846,6,41.9142,8.59424,223.439,8.27592,82.5289
848,1,15.084,147.974,258.758,94.1393,184.32
848,2,19.8674,170.596,60.5421,44.6843,115.87
848,3,24.8998,146.987,56.529,40.8274,41.1733
848,4,37.5438,25.0674,8.04491,6.09033,187.629
848,5,40.5699,8.45806,13.5297,5.2045,83.2782
848,6,41.9961,11.6048,11.8615,5.86589,2201.1
849,1,14.3314,131.599,341.101,94.9619,162.331
849,2,20.432,204.583,53.4082,42.3518,49.3918
849,3,24.5945,125.656,64.0892,42.4421,53.1532
849,4,35.8887,22.7281,8.66976,6.27582,44.8203
849,5,41.2222,16.4619,30.0253,10.6325,1838.42
849,6,42.497,9.44316,5.6655,3.54103,242.812
850,1,13.3314,132.655,360.808,96.994,39.4011
850,2,21.126,204.437,46.427,37.8348,39.2054
850,3,24.0745,104.238,78.6732,44.8346,53.4358
850,4,34.0981,21.2511,9.27706,6.4579,172.556
850,5,41.3917,17.9456,58.1707,13.7146,550.934
850,6,43.3031,33.5318,5.48492,4.71386,14.4013
851,1,12.201,139.561,378.138,101.938,96.8048
851,2,21.8432,270.44,46.5207,39.6928,81.9269
851,3,23.327,81.4489,106.646,46.18,67.8049
851,4,32.2362,24.1493,13.9621,8.84708,176.699
851,5,41.4289,25.5877,71.4,18.8371,563.518
851,6,44.0337,25.1651,3.72298,3.24318,22.669
852,1,11.0015,156.028,319.069,104.786,139.371
852,2,22.3389,70.6607,83.2012,38.2099,68
852,3,22.5365,265.476,45.9175,39.1466,62.328
852,4,30.3505,21.4007,18.8142,10.0121,88.7182
852,5,41.4293,32.3263,76.0529,22.6843,645.15
852,6,44.59,25.8335,2.46349,2.24902,21.6046
853,1,9.77342,172.915,381.54,118.989,143.909
853,2,21.1053,57.2687,104.678,37.017,52.373
853,3,23.1841,155.583,44.8664,34.824,42.2626
853,4,28.4762,24.2862,23.9836,12.067,34.1876
853,5,41.414,36.3317,79.382,24.9243,809.732
853,6,44.962,14.2227,4.1755,3.22787,88.6893
854,1,8.54952,170.026,500.951,126.941,71.3741
854,2,19.6407,47.2688,1009.46,45.1544,116.905
854,3,23.775,114.536,45.5884,32.6091,15.465
854,4,26.63,26.0578,32.335,14.4295,112.807
854,5,41.393,40.9313,53.8163,23.2488,403.278
854,6,45.1624,13.294,38.6542,9.89194,729.545
855,1,7.36038,162.486,1018.98,140.14,146.758
855,2,17.9877,50.3693,1615.45,48.8462,118.866
855,3,24.3032,106.45,49.5412,33.8075,67.962
855,4,24.8081,23.5835,50.9009,16.1164,268.183
855,5,41.3756,42.0854,81.1217,27.7098,20727.1
855,6,45.2132,17.6728,302.594,16.6976,3149.72
856,1,6.23565,151.565,1801.48,139.803,167.104
856,2,16.2164,55.0065,2738.36,53.9233,56.9246
856,3,22.995,18.4603,88.2698,15.2673,38.9278
856,4,24.7656,64.26,45.1777,26.5276,168.513
856,5,41.3721,40.5818,63.5315,24.7636,1666.19
856,6,45.1402,20.6249,1413.12,20.3282,95.2806
857,1,5.20406,147.622,2477.09,139.319,260.155
857,2,14.4184,60.6371,3582.69,59.6279,73.2157
857,3,21.1801,19.4788,684.758,18.94,52.5718
857,4,25.1606,61.4408,48.8052,27.1995,127.277
857,5,41.392,33.6807,66.4301,22.3494,354.262
857,6,44.9709,24.8542,3823.13,24.6937,330.596
858,1,4.29286,148.965,6643.26,145.698,255.116
858,2,12.7053,70.3214,4703.62,69.2856,268.91
858,3,19.3731,22.0636,2447.06,21.8664,187.352
858,4,25.488,58.9877,57.3648,29.0825,860.604
858,5,41.4423,28.7608,38.4553,16.4545,843.439
858,6,44.734,23.6791,11660.1,23.6311,84.5016
859,1,3.52711,176.284,66157.7,175.815,503.032
859,2,11.2096,79.5798,4936.13,78.3172,634.873
859,3,17.6154,24.4645,4167.15,24.3217,58.3732
859,4,25.7482,58.7251,87.8373,35.1949,190.408
859,5,41.5243,19.8494,58.594,14.8267,644.429
859,6,44.4597,19.5288,11958.7,19.497,331.822
860,1,2.92921,194.822,177265,194.608,302.029
860,2,10.0741,72.0436,6328.34,71.2327,161.36
860,3,15.9935,26.6217,4780.62,26.4742,324.275
860,4,25.942,53.8613,96.4355,34.5592,109.737
860,5,41.6318,17.6862,3216.05,17.5895,529.555
860,6,44.1817,21.1977,22135.2,21.1774,516.534
861,1,2.51861,231.569,407050,231.438,501.936
861,2,9.39662,84.7968,10197.8,84.0975,155.907
861,3,14.6622,29.0121,6345.31,28.88,16.5197
861,4,26.0703,47.4915,109.284,33.1051,768.536
861,5,41.7466,20.0335,312.543,18.8267,75.9119
861,6,43.9395,22.9934,34476.6,22.978,113.996
862,1,2.3109,254.237,676978,254.141,621.845
862,2,9.1358,79.2193,16480.7,78.8404,70.6153
862,3,13.867,31.2656,9470.63,31.1628,219.572
862,4,26.134,43.6007,127.173,32.4689,630.082
862,5,41.8369,20.3764,61.1874,15.2859,102.63
862,6,43.7804,25.3759,22909.8,25.3479,275.16
863,1,2.31497,254.874,672094,254.778,1505.4
863,2,9.13917,79.2291,17036.6,78.8624,244.691
863,3,13.861,31.2746,9568.83,31.1727,191.704
863,4,26.1335,43.9147,126.166,32.576,380.216
863,5,41.8669,21.6095,56.7392,15.6493,203.267
863,6,43.7481,24.9794,18158.2,24.9451,106.518
864,1,2.52979,232.791,415296,232.661,943.218
864,2,9.40458,84.9064,10128.9,84.2005,63.2469
864,3,14.6464,29.0808,6351.47,28.9482,172.457
864,4,26.0688,47.3462,111.439,33.2287,1003.71
864,5,41.8264,20.1713,279.833,18.815,110.981
864,6,43.8527,22.0333,20992.9,22.0102,82.7434
865,1,2.00847,300.037,1.06747e+06,299.953,5426.81
865,2,8.20166,90.2094,14460,89.6501,459.754
865,3,12.9077,32.4929,9532.11,32.3825,164.027
865,4,26.2277,44.3908,122.941,32.6145,532.494
865,5,41.9611,21.8965,6632,21.8244,4982.99
865,6,43.5324,22.5071,8499.18,22.4477,140.488
866,1,2.53586,233.871,412480,233.739,490.736
866,2,9.40503,84.9881,9988.25,84.271,990.766
866,3,14.64,29.1116,6274.71,28.9771,194.361
866,4,26.0679,45.9149,107.888,32.2079,1448.88
866,5,41.8777,20.218,386.148,19.2121,266.163
866,6,43.797,21.6356,19290.7,21.6113,261.601
867,1,3.24599,193.663,141522,193.398,1294.27
867,2,10.9671,74.0393,11809.9,73.578,7578.83
867,3,16.6081,26.2635,5752.07,26.1442,854.846
867,4,25.8425,56.4257,90.6378,34.7761,1184.2
867,5,41.7815,26.2475,25.7688,13.003,3747.2
867,6,44.1144,21.9125,24159.5,21.8927,693.494
868,1,4.11889,159.573,20996.8,158.369,5973.76
868,2,12.7111,63.4564,7912.97,62.9516,7892.45
868,3,18.6903,22.8406,3193.89,22.6785,108.321
868,4,25.55,55.8152,61.9563,29.3628,2052.15
868,5,41.6829,33.1367,46.8626,19.4111,2594.66
868,6,44.4444,22.215,21346.3,22.1919,668.416
869,1,5.13093,128.086,2441.64,121.701,0
869,2,14.4969,57.1593,3897.97,56.3332,0
869,3,20.8223,18.3768,843.91,17.9852,0
869,4,25.1892,64.8408,53.5003,29.3136,0
869,5,41.5863,37.911,66.2198,24.1087,0
869,6,44.7486,23.7656,6727.08,23.6819,0
870,1,6.25527,153.364,1770.9,141.141,1713.8
870,2,16.2246,55.2052,2686.12,54.0935,831.734
870,3,22.9719,17.9344,100.118,15.2098,230.106
870,4,24.7592,66.7077,46.62,27.4418,1464.64
870,5,41.4931,41.8127,62.1067,24.9891,1501.59
870,6,44.9883,21.2297,789.649,20.6739,880.22
871,1,7.46269,166.177,895.574,140.168,1038.66
871,2,17.8238,53.1674,1331.18,51.1255,561.954
871,3,24.2604,122.985,46.0579,33.5089,140.167
871,4,25.1241,19.8506,58.626,14.8294,121.009
871,5,41.4035,41.2882,76.9937,26.8759,389.727
871,6,45.1254,13.0579,104.917,11.6126,871.81
872,1,8.72244,169.22,497.76,126.287,475.11
872,2,19.2482,52.8574,850.751,49.7654,383.107
872,3,23.6946,175.159,44.9297,35.7576,387.899
872,4,27.2697,23.7542,28.0675,12.8657,63.1525
872,5,41.3171,35.1052,72.0243,23.6016,72.8053
872,6,45.1238,13.4167,3.82205,2.97465,178.477
873,1,10.0027,159.535,379.144,112.287,544.989
873,2,20.4711,58.1385,311.892,49.0039,125.641
873,3,23.0659,162.304,43.1947,34.1154,397.939
873,4,29.3971,22.7561,20.2014,10.7014,85.5662
873,5,41.2331,31.3295,96.5698,23.6552,408.206
873,6,44.9518,20.8948,6.1327,4.74115,335.03
874,1,11.2696,148.349,321.655,101.525,245
874,2,21.4818,60.6113,260.354,49.1654,274.568
874,3,22.3829,241.327,43.8043,37.0747,170.152
874,4,31.4887,24.6548,14.9049,9.28919,34.0538
874,5,41.149,27.7408,91.8655,21.3068,557.433
874,6,44.5859,21.3372,6.7067,5.1028,139.901
875,1,12.4846,139.029,361.024,100.375,418.532
875,2,21.6623,213.278,48.5267,39.5321,59.5575
875,3,22.2799,87.1808,98.0927,46.1577,95.1212
875,4,33.5189,22.1688,11.2053,7.44316,32.2294
875,5,41.0584,22.8119,87.1602,18.0799,1169.4
875,6,44.0168,20.682,3.44649,2.9542,3136.79
876,1,13.595,124.553,355.728,92.2525,357.715
876,2,20.9388,221.709,49.0023,40.1322,152.186
876,3,22.8705,103.888,84.6367,46.6397,45.7538
876,4,35.4546,17.7984,8.46733,5.7377,62.6646
876,5,40.9384,18.4337,61.83,14.2001,375.541
876,6,43.2639,28.427,4.77414,4.08764,150.216
877,1,14.5114,139.357,297.931,94.9458,525.121
877,2,20.2879,172.605,55.998,42.2809,122.668
877,3,23.2603,130.336,87.842,52.4753,58.643
877,4,37.2513,21.3603,8.5041,6.0825,26.3152
877,5,40.7005,17.3971,36.1679,11.7468,276.07
877,6,42.4313,10.0831,7.23031,4.21085,738.336
878,1,15.0688,169.226,177.436,86.6168,765.519
878,2,19.8652,147.417,66.61,45.8795,576.389
878,3,23.4546,151.811,82.514,53.4579,101.595
878,4,38.8064,24.6682,8.50506,6.32451,33.9594
878,5,40.0988,7.7605,15.505,5.17189,721.963
878,6,41.8473,11.6727,7.63148,4.61454,456.862
879,1,15.0657,166.487,179.265,86.32,126.879
879,2,19.8677,145.881,66.4122,45.6363,159.276
879,3,23.4563,154.614,83.851,54.3666,93.1364
879,4,38.6884,29.1949,8.64992,6.67287,130.319
879,5,40.268,7.98065,14.1805,5.10667,95.5133
879,6,41.7984,11.4187,7.1364,4.3917,3014.38
880,1,14.5034,139.636,290.831,94.3405,86.6024
880,2,20.2941,175.595,56.7961,42.9152,308.33
880,3,23.2651,131.387,89.2585,53.1504,73.9818
880,4,37.1552,22.1334,8.70918,6.24992,31.0288
880,5,40.8579,18.8942,44.4215,13.2559,1544.15
880,6,42.3772,9.33468,6.72891,3.91022,69.6536
881,1,13.5844,124.263,356.397,92.1381,182.701
881,2,20.9465,224.529,51.0431,41.5886,70.4275
881,3,22.8776,105.283,83.7629,46.6491,72.6016
881,4,35.3833,18.3237,8.27202,5.69919,94.6528
881,5,41.0219,18.236,73.3692,14.6057,5037.08
881,6,43.264,28.9021,4.50641,3.89855,70.3482
882,1,12.4725,138.445,348.313,99.068,92.0324
882,2,21.6704,229.502,47.5873,39.4147,89.6877
882,3,22.2881,90.5331,102.193,48.0051,53.4741
882,4,33.4676,22.6949,11.4296,7.60138,49.6405
882,5,41.0905,22.9626,102.555,18.7618,236.946
882,6,44.0536,20.2986,3.32701,2.8585,83.779
883,1,11.2564,147.996,305.594,99.7085,71.9219
883,2,21.4896,61.1124,242.805,48.8237,85.1479
883,3,22.3908,211.032,42.5583,35.416,72.4642
883,4,31.4547,25.1457,15.084,9.4283,85.7417
883,5,41.1439,27.8732,111.328,22.2919,1251.86
883,6,44.6483,20.2401,6.87422,5.13142,416.715
884,1,9.98858,157.707,375.125,111.029,85.6983
884,2,20.477,57.7989,299.891,48.4592,95.8542
884,3,23.0733,239.432,45.1471,37.9847,103.262
884,4,29.3786,23.1043,20.2575,10.7937,73.6331
884,5,41.1981,31.2328,115.692,24.5935,986.463
884,6,45.0347,17.9819,4.96919,3.8933,182.961
885,1,8.70759,167.112,502.43,125.402,137.353
885,2,19.2511,52.5898,861.616,49.5645,80.4088
885,3,23.7014,160.493,45.8173,35.6422,22.7482
885,4,27.2648,26.6363,28.1043,13.6753,80.0931
885,5,41.2567,34.4322,85.6109,24.5559,3777.37
885,6,45.2243,12.4915,3.19346,2.54327,29.1006
886,1,7.44708,164.174,901.185,138.874,141.865
886,2,17.8233,53.1424,1386.59,51.1808,89.9229
886,3,24.2666,116.388,47.3436,33.654,84.563
886,4,25.1307,20.3527,58.6732,15.111,127.569
886,5,41.3209,38.9937,82.0225,26.4292,3985.56
886,6,45.2415,14.9608,138.736,13.5045,3002.84
887,1,6.2389,151.663,1800.23,139.878,91.4452
887,2,16.2209,54.6731,2899.91,53.6614,39.0348
887,3,22.9872,18.0095,97.4298,15.1999,71.881
887,4,24.7647,58.0593,44.9936,25.3491,93.8753
887,5,41.3914,40.6223,67.2741,25.3283,3108.48
887,6,45.1178,21.3838,1339.86,21.0479,199.355
888,1,5.1138,126.493,2474.39,120.341,107.786
888,2,14.4908,57.1107,3913.65,56.2893,98.7762
888,3,20.8433,18.5013,880.431,18.1205,110.136
888,4,25.1939,65.3193,54.3222,29.6577,107.335
888,5,41.4689,35.9593,73.8686,24.1857,818.61
888,6,44.8891,27.2752,8881.56,27.1917,224.269
889,1,4.10112,159.148,21582.7,157.984,100.654
889,2,12.7035,63.468,8076.87,62.9732,342.052
889,3,18.7141,22.8436,3196.05,22.6815,209.939
889,4,25.554,56.162,63.3498,29.7699,169.108
889,5,41.554,33.6925,41.0836,18.5114,369.945
889,6,44.5923,22.6545,20028.9,22.6289,229.08
890,1,3.22798,191.465,143648,191.21,551.636
890,2,10.959,73.9883,11488.2,73.5148,908.421
890,3,16.6321,26.1676,5767.88,26.0494,123.951
890,4,25.8457,52.1263,95.2259,33.6865,349.322
890,5,41.6469,28.2702,20.6835,11.9445,436.512
890,6,44.2641,23.4828,36219.3,23.4676,285.043
891,1,2.51861,231.569,407050,231.438,929.703
891,2,9.39662,84.7968,10197.8,84.0975,186.8
891,3,14.6622,29.0121,6345.31,28.88,72.6061
891,4,26.0703,47.4915,109.284,33.1051,265.781
891,5,41.7466,20.0335,312.543,18.8267,363.066
891,6,43.9395,22.9934,34476.6,22.978,548.645
892,1,1.99398,298.531,1.03328e+06,298.444,3219.74
892,2,8.1936,90.0113,15013.6,89.4748,428.906
892,3,12.9259,32.3518,9808.88,32.2454,97.9252
892,4,26.2293,44.4148,134.779,33.4062,193.896
892,5,41.8491,21.7667,16662.2,21.7383,653.551
892,6,43.6521,21.4578,16321.5,21.4296,10.2712
893,1,1.672,376.401,2.13682e+06,376.335,1295.32
893,2,7.49845,89.3265,13907.9,88.7565,136.933
893,3,11.6437,34.9264,17263.5,34.8559,68.5488
893,4,26.3239,39.7791,140.643,31.0087,868.996
893,5,41.9431,23.4391,535.297,22.4558,520.504
893,6,43.4363,26.1865,13912,26.1373,204.523
894,1,1.56611,418.277,2.59413e+06,418.21,335.806
894,2,7.29657,88.4701,11667.7,87.8043,180.448
894,3,11.145,34.8617,21706.7,34.8058,127.585
894,4,26.3551,38.1767,157.326,30.7217,490.227
894,5,42.0055,23.1948,1431.7,22.825,95.3127
894,6,43.3303,24.7492,9195.84,24.6827,203.56
895,1,1.68063,378.369,2.2162e+06,378.305,3512.28
895,2,7.50419,89.4333,13561.5,88.8474,367.199
895,3,11.6327,35.0346,16634.5,34.961,471.223
895,4,26.3231,40.4472,122.123,30.384,461.848
895,5,42.0114,24.2051,612.289,23.2846,236.062
895,6,43.3641,25.7535,10441.9,25.6902,37.9166
896,1,1.24456,634.492,6.10042e+06,634.426,4376.28
896,2,6.23007,101.182,17788,100.61,369.869
896,3,9.75872,39.5764,22389.6,39.5065,293.069
896,4,26.4483,39.032,276.72,34.207,2072.11
896,5,42.1438,26.4419,1363.2,25.9387,826.818
896,6,43.0528,23.0082,7312.33,22.936,190.515
897,1,1.68768,381.653,2.21774e+06,381.587,3592.81
897,2,7.5051,89.4972,13605.8,88.9123,494.039
897,3,11.6256,35.2036,16800.5,35.13,515.751
897,4,26.3224,39.2841,152.249,31.2268,4929.91
897,5,42.0785,23.806,964.471,23.2326,1150.3
897,6,43.2936,24.938,8843.39,24.8679,507.833
898,1,2.32687,257.17,671361,257.071,7608.49
898,2,9.14196,79.2269,15351.2,78.8201,9487.71
898,3,13.8473,31.3952,9225.01,31.2887,986.099
898,4,26.1319,43.6841,125.707,32.4185,4617.92
898,5,41.9708,22.3356,81.4837,17.5303,688.953
898,6,43.6364,25.7035,14004.4,25.6564,263.35
899,1,3.14454,202.816,180358,202.588,0
899,2,10.9223,68.6983,15610.6,68.3973,0
899,3,16.2358,27.7785,6591.78,27.662,0
899,4,25.8751,55.6556,92.476,34.7448,0
899,5,41.8355,28.8697,22.3577,12.5999,0
899,6,44.0354,24.0086,24592.4,23.9852,0
900,1,4.11889,159.573,20996.8,158.369,1351.12
900,2,12.7111,63.4564,7912.97,62.9516,7389.29
900,3,18.6903,22.8406,3193.89,22.6785,512.69
900,4,25.55,55.8152,61.9563,29.3628,1776.25
900,5,41.6829,33.1367,46.8626,19.4111,3147.1
900,6,44.4444,22.215,21346.3,22.1919,8482.92
901,1,5.22398,149.222,2438.99,140.619,1450.89
901,2,14.4276,60.7151,3508.45,59.6823,1525.1
901,3,21.1535,19.4825,751.79,18.9904,355.493
901,4,25.1552,59.9541,48.1816,26.7135,231.899
901,5,41.5212,34.7418,39.1718,18.412,666.136
901,6,44.8163,26.764,2097.35,26.4268,771.655
902,1,6.43073,152.799,1317.21,136.916,336.57
902,2,16.0211,59.583,1770.54,57.6432,2214.73
902,3,23.5917,22.1547,40.3206,14.2983,93.0934
902,4,24.6898,102.883,45.3926,31.4963,404.674
902,5,41.3578,35.6425,72.1688,23.8591,354.601
902,6,45.1041,14.7196,355.47,14.1343,684.975
903,1,7.70795,164.584,755.245,135.135,85.9968
903,2,17.4575,61.6882,915.04,57.7921,752.716
903,3,24.1543,136.906,43.4488,32.9817,98.0548
903,4,25.9843,22.2046,41.6063,14.4779,64.6742
903,5,41.1994,30.1814,161.23,25.4224,217.145
903,6,45.2636,13.9356,39.6288,10.31,307.666
904,1,9.02304,164.528,501.532,123.887,142.06
904,2,18.715,62.469,745.901,57.6415,372.128
904,3,23.5513,222.806,43.6845,36.5235,180.312
904,4,28.3173,22.6187,25.1397,11.9063,115.903
904,5,41.0515,28.13,96.1871,21.7649,102.097
904,6,45.2552,15.1926,4.02855,3.18421,84.2649
905,1,10.3418,149.387,382.86,107.458,184.849
905,2,19.7806,67.2018,419.347,57.9199,236.525
905,3,22.8869,233.342,39.8619,34.0458,259.916
905,4,30.577,23.6624,15.1836,9.24883,56.8806
905,5,40.9181,26.5465,100.648,21.006,111.776
905,6,45.0474,19.9804,7.18915,5.28688,1116.44
906,1,11.6268,143.608,317.094,98.8429,104.461
906,2,20.6488,72.3158,357.656,60.1532,324.141
906,3,22.1735,220.689,44.8519,37.2761,64.5732
906,4,32.7473,20.5996,13.8115,8.26802,58.6301
906,5,40.7999,24.0897,95.3085,19.2293,236.576
906,6,44.6196,24.0588,8.26064,6.14927,10551
907,1,12.8315,132.021,360.844,96.6574,290.019
907,2,21.3192,82.5284,271.35,63.2818,378.425
907,3,21.4361,150.352,48.0644,36.4213,221.721
907,4,34.8058,18.8739,10.6219,6.79678,43.9724
907,5,40.6928,19.4782,92.4551,16.0887,256.548
907,6,43.9672,22.6797,6.62466,5.12706,299.372
908,1,13.8855,134.62,330.388,95.6473,153.971
908,2,20.7282,178.085,53.9529,41.4079,116.605
908,3,21.7945,106.745,191.947,68.5971,158.648
908,4,36.7206,18.552,8.52102,5.8391,54.8569
908,5,40.578,21.2938,68.048,16.2186,423.63
908,6,43.1152,19.6185,3.43534,2.92343,112.384
909,1,14.6626,146.31,203.465,85.109,258.58
