# timestep time_ps T_1 T_2 T_3 T_4 T_5 T_6 T_7 T_8 T_9 T_10 heatflux kappa_int kappa_eff absorbed injected recovered net hs_injected hs_injected_energy_ev
0 0 300.897 300.703 300.501 300.302 300.099 299.9 299.698 299.499 299.299 299.099 -138474 -0.0691571 -0.0692368 0 0 0 0 0 0
1 0.1 300.899 300.7 300.5 300.3 300.1 299.901 299.7 299.5 299.3 299.099 808734 0.404433 0.404367 8 12 0 4 0 0
10 1 300.899 300.7 300.499 300.3 300.1 299.901 299.701 299.5 299.3 299.099 9.43831e+06 4.721 4.71916 7 11 0 4 0 0
20 2 300.898 300.7 300.499 300.3 300.1 299.901 299.7 299.5 299.3 299.099 1.70848e+07 8.54694 8.54241 8 16 0 8 0 0
30 3 300.898 300.7 300.499 300.3 300.1 299.901 299.7 299.5 299.3 299.1 2.39587e+07 11.9875 11.9794 11 14 0 3 0 0
40 4 300.898 300.699 300.499 300.3 300.1 299.901 299.7 299.5 299.3 299.1 3.01099e+07 15.0686 15.0549 9 10 0 1 0 0
50 5 300.898 300.7 300.498 300.3 300.1 299.901 299.7 299.5 299.3 299.1 3.5838e+07 17.9366 17.919 11 10 0 -1 0 0
60 6 300.897 300.7 300.499 300.301 300.1 299.901 299.7 299.5 299.3 299.1 4.11874e+07 20.6158 20.5937 12 16 0 4 0 0
70 7 300.896 300.699 300.498 300.301 300.1 299.901 299.699 299.5 299.3 299.101 4.57257e+07 22.9016 22.8629 18 12 0 -6 0 0
80 8 300.896 300.699 300.498 300.301 300.1 299.901 299.7 299.5 299.3 299.101 5.02389e+07 25.1702 25.1195 13 9 0 -4 0 0
90 9 300.895 300.699 300.498 300.301 300.1 299.901 299.7 299.499 299.3 299.102 5.35581e+07 26.8376 26.7791 23 17 0 -6 0 0
100 10 300.895 300.699 300.498 300.301 300.1 299.901 299.7 299.5 299.3 299.102 5.76607e+07 28.899 28.8303 10 12 0 2 0 0
110 11 300.894 300.699 300.498 300.301 300.1 299.901 299.7 299.5 299.3 299.102 6.05052e+07 30.3341 30.2526 11 9 0 -2 0 0
120 12 300.894 300.699 300.497 300.301 300.1 299.901 299.7 299.5 299.3 299.103 6.33468e+07 31.7687 31.6734 12 11 0 -1 0 0
130 13 300.893 300.699 300.497 300.301 300.1 299.901 299.699 299.5 299.3 299.104 6.63842e+07 33.3032 33.1921 10 13 0 3 0 0
140 14 300.893 300.699 300.497 300.302 300.1 299.901 299.7 299.5 299.3 299.104 6.89575e+07 34.6096 34.4788 15 12 0 -3 0 0
150 15 300.893 300.699 300.497 300.302 300.099 299.902 299.7 299.5 299.301 299.105 7.12697e+07 35.7807 35.6348 10 12 0 2 0 0
160 16 300.892 300.699 300.498 300.302 300.099 299.902 299.7 299.5 299.301 299.105 7.32367e+07 36.7755 36.6184 10 19 0 9 0 0
170 17 300.891 300.699 300.498 300.302 300.099 299.902 299.699 299.5 299.3 299.106 7.55427e+07 37.9494 37.7714 16 9 0 -7 0 0
180 18 300.891 300.698 300.497 300.301 300.099 299.902 299.699 299.5 299.3 299.107 7.75603e+07 38.9847 38.7801 13 6 0 -7 0 0
190 19 300.89 300.698 300.498 300.302 300.099 299.902 299.699 299.5 299.3 299.108 7.9427e+07 39.9372 39.7135 13 13 0 0 0 0
200 20 300.889 300.698 300.498 300.302 300.099 299.902 299.699 299.5 299.301 299.109 8.07512e+07 40.6215 40.3756 11 13 0 2 0 0
210 21 300.889 300.698 300.498 300.303 300.099 299.903 299.7 299.501 299.301 299.11 8.27536e+07 41.6545 41.3768 19 5 0 -14 0 0
220 22 300.888 300.698 300.498 300.303 300.099 299.903 299.7 299.501 299.3 299.11 8.43e+07 42.4424 42.15 11 18 0 7 0 0
230 23 300.888 300.698 300.498 300.303 300.099 299.903 299.7 299.5 299.3 299.111 8.49309e+07 42.7648 42.4655 10 20 0 10 0 0
240 24 300.887 300.698 300.498 300.303 300.099 299.903 299.7 299.5 299.3 299.111 8.58572e+07 43.2377 42.9286 11 10 0 -1 0 0
250 25 300.886 300.698 300.498 300.303 300.099 299.903 299.7 299.5 299.299 299.112 8.73833e+07 44.0265 43.6916 15 14 0 -1 0 0
260 26 300.886 300.698 300.499 300.302 300.099 299.903 299.7 299.5 299.299 299.113 8.8147e+07 44.4236 44.0735 10 11 0 1 0 0
270 27 300.885 300.698 300.499 300.302 300.099 299.902 299.7 299.501 299.299 299.114 8.96286e+07 45.1908 44.8143 11 12 0 1 0 0
280 28 300.884 300.698 300.499 300.301 300.099 299.902 299.699 299.501 299.299 299.114 9.05715e+07 45.6839 45.2857 18 14 0 -4 0 0
290 29 300.884 300.698 300.499 300.301 300.099 299.902 299.7 299.501 299.299 299.115 9.13547e+07 46.1035 45.6774 11 9 0 -2 0 0
300 30 300.883 300.697 300.498 300.301 300.099 299.902 299.7 299.501 299.299 299.116 9.23671e+07 46.6421 46.1836 6 11 0 5 0 0
310 31 300.882 300.698 300.498 300.301 300.099 299.903 299.7 299.5 299.299 299.116 9.32975e+07 47.1255 46.6487 8 9 0 1 0 0
320 32 300.881 300.697 300.499 300.301 300.099 299.903 299.7 299.501 299.299 299.117 9.43273e+07 47.6741 47.1637 15 14 0 -1 0 0
330 33 300.88 300.697 300.498 300.301 300.099 299.903 299.7 299.501 299.3 299.118 9.52678e+07 48.1712 47.6339 19 15 0 -4 0 0
340 34 300.88 300.697 300.498 300.301 300.099 299.903 299.7 299.501 299.301 299.118 9.57643e+07 48.4504 47.8822 9 8 0 -1 0 0
350 35 300.879 300.697 300.498 300.301 300.099 299.902 299.699 299.501 299.301 299.119 9.64192e+07 48.8079 48.2096 13 15 0 2 0 0
360 36 300.878 300.697 300.498 300.301 300.099 299.902 299.699 299.501 299.301 299.12 9.71178e+07 49.1765 48.5589 8 10 0 2 0 0
370 37 300.878 300.697 300.498 300.301 300.099 299.902 299.7 299.501 299.301 299.121 9.78902e+07 49.5889 48.9451 13 15 0 2 0 0
380 38 300.877 300.697 300.498 300.301 300.099 299.902 299.7 299.501 299.302 299.121 9.89718e+07 50.1652 49.4859 11 9 0 -2 0 0
390 39 300.877 300.696 300.498 300.301 300.099 299.903 299.7 299.501 299.302 299.122 9.93148e+07 50.3638 49.6574 12 13 0 1 0 0
400 40 300.876 300.696 300.498 300.301 300.099 299.903 299.7 299.501 299.301 299.123 1.00187e+08 50.8195 50.0935 14 13 0 -1 0 0
410 41 300.876 300.696 300.498 300.301 300.099 299.903 299.7 299.501 299.301 299.123 1.01214e+08 51.3484 50.607 11 9 0 -2 0 0
420 42 300.876 300.696 300.498 300.3 300.099 299.903 299.7 299.501 299.301 299.124 1.01261e+08 51.3891 50.6305 16 6 0 -10 0 0
430 43 300.875 300.696 300.498 300.3 300.099 299.903 299.7 299.501 299.302 299.124 1.01559e+08 51.5597 50.7796 15 8 0 -7 0 0
440 44 300.874 300.695 300.498 300.3 300.099 299.903 299.7 299.501 299.302 299.124 1.02058e+08 51.8346 51.0288 13 15 0 2 0 0
450 45 300.874 300.695 300.498 300.3 300.099 299.903 299.699 299.501 299.302 299.125 1.02007e+08 51.8279 51.0034 10 8 0 -2 0 0
460 46 300.873 300.695 300.498 300.301 300.099 299.903 299.699 299.501 299.303 299.126 1.02282e+08 51.9976 51.1408 14 11 0 -3 0 0
470 47 300.873 300.695 300.498 300.3 300.099 299.903 299.699 299.501 299.303 299.126 1.02894e+08 52.3231 51.447 18 7 0 -11 0 0
480 48 300.872 300.695 300.498 300.3 300.099 299.902 299.699 299.5 299.303 299.127 1.03123e+08 52.4661 51.5616 16 11 0 -5 0 0
490 49 300.872 300.695 300.497 300.3 300.099 299.903 299.699 299.5 299.303 299.128 1.03317e+08 52.5747 51.6585 11 13 0 2 0 0
500 50 300.872 300.694 300.497 300.3 300.099 299.902 299.699 299.5 299.303 299.129 1.03763e+08 52.8267 51.8813 10 13 0 3 0 0
510 51 300.871 300.694 300.497 300.3 300.1 299.903 299.699 299.5 299.304 299.129 1.04626e+08 53.2825 52.313 16 9 0 -7 0 0
520 52 300.871 300.693 300.497 300.299 300.1 299.903 299.7 299.5 299.304 299.13 1.04922e+08 53.457 52.4612 16 12 0 -4 0 0
530 53 300.871 300.693 300.497 300.299 300.1 299.903 299.7 299.5 299.304 299.13 1.05108e+08 53.5828 52.5539 9 10 0 1 0 0
540 54 300.871 300.693 300.497 300.299 300.099 299.902 299.7 299.5 299.304 299.131 1.05164e+08 53.628 52.5818 10 9 0 -1 0 0
550 55 300.87 300.693 300.496 300.299 300.1 299.903 299.7 299.5 299.304 299.131 1.05767e+08 53.9629 52.8836 13 15 0 2 0 0
560 56 300.869 300.693 300.496 300.299 300.1 299.903 299.7 299.499 299.305 299.132 1.06199e+08 54.2099 53.0994 13 21 0 8 0 0
570 57 300.869 300.693 300.496 300.298 300.1 299.903 299.7 299.499 299.305 299.132 1.06644e+08 54.4533 53.3219 18 15 0 -3 0 0
580 58 300.868 300.692 300.496 300.298 300.099 299.902 299.7 299.499 299.306 299.133 1.06236e+08 54.2705 53.1182 8 15 0 7 0 0
590 59 300.867 300.692 300.497 300.298 300.099 299.902 299.7 299.499 299.307 299.134 1.05957e+08 54.1545 52.9785 16 12 0 -4 0 0
600 60 300.867 300.692 300.497 300.299 300.099 299.901 299.7 299.499 299.307 299.134 1.062e+08 54.2897 53.0998 17 15 0 -2 0 0
610 61 300.866 300.692 300.497 300.299 300.099 299.901 299.7 299.499 299.307 299.135 1.05807e+08 54.1116 52.9037 12 8 0 -4 0 0
620 62 300.866 300.692 300.497 300.299 300.098 299.9 299.7 299.499 299.308 299.135 1.05153e+08 53.8053 52.5766 14 11 0 -3 0 0
630 63 300.865 300.692 300.497 300.299 300.098 299.9 299.7 299.499 299.308 299.135 1.04703e+08 53.5884 52.3517 11 10 0 -1 0 0
640 64 300.864 300.691 300.497 300.299 300.099 299.9 299.7 299.499 299.309 299.136 1.05071e+08 53.8002 52.5355 13 9 0 -4 0 0
650 65 300.864 300.691 300.497 300.299 300.098 299.9 299.7 299.5 299.309 299.136 1.0537e+08 53.963 52.6851 8 18 0 10 0 0
660 66 300.864 300.691 300.497 300.299 300.098 299.899 299.7 299.5 299.309 299.136 1.05911e+08 54.2598 52.9554 12 15 0 3 0 0
670 67 300.863 300.691 300.497 300.299 300.098 299.9 299.7 299.5 299.309 299.137 1.05958e+08 54.3117 52.9788 17 11 0 -6 0 0
680 68 300.863 300.691 300.497 300.3 300.098 299.9 299.701 299.5 299.31 299.137 1.06346e+08 54.5282 53.1732 9 17 0 8 0 0
690 69 300.863 300.691 300.498 300.299 300.098 299.9 299.702 299.5 299.31 299.137 1.06009e+08 54.3688 53.0043 11 11 0 0 0 0
700 70 300.862 300.69 300.498 300.299 300.097 299.9 299.701 299.5 299.31 299.138 1.06183e+08 54.4832 53.0917 10 20 0 10 0 0
710 71 300.861 300.69 300.498 300.299 300.097 299.9 299.702 299.5 299.31 299.139 1.06836e+08 54.8494 53.4181 9 15 0 6 0 0
720 72 300.86 300.69 300.498 300.299 300.096 299.9 299.702 299.5 299.31 299.14 1.07902e+08 55.438 53.9511 20 12 0 -8 0 0
730 73 300.86 300.69 300.498 300.298 300.096 299.9 299.701 299.5 299.31 299.14 1.07728e+08 55.368 53.8642 9 8 0 -1 0 0
740 74 300.859 300.689 300.498 300.299 300.095 299.901 299.702 299.499 299.311 299.141 1.08166e+08 55.613 54.0829 13 10 0 -3 0 0
750 75 300.859 300.689 300.498 300.298 300.095 299.9 299.702 299.499 299.311 299.141 1.07248e+08 55.1536 53.624 14 10 0 -4 0 0
760 76 300.858 300.689 300.498 300.298 300.095 299.9 299.701 299.499 299.311 299.142 1.07426e+08 55.2624 53.7132 11 7 0 -4 0 0
770 77 300.857 300.689 300.498 300.298 300.095 299.901 299.701 299.499 299.311 299.142 1.07189e+08 55.1769 53.5945 14 18 0 4 0 0
780 78 300.857 300.688 300.497 300.298 300.095 299.901 299.702 299.499 299.311 299.143 1.07798e+08 55.5214 53.8988 16 7 0 -9 0 0
790 79 300.857 300.688 300.498 300.298 300.096 299.901 299.701 299.5 299.312 299.144 1.08226e+08 55.7574 54.113 13 15 0 2 0 0
800 80 300.855 300.689 300.498 300.298 300.095 299.901 299.701 299.5 299.312 299.144 1.08582e+08 55.9624 54.2912 9 7 0 -2 0 0
810 81 300.855 300.688 300.497 300.298 300.096 299.901 299.701 299.5 299.312 299.144 1.09063e+08 56.2325 54.5314 13 9 0 -4 0 0
820 82 300.855 300.688 300.497 300.297 300.096 299.901 299.701 299.5 299.312 299.145 1.0894e+08 56.1979 54.4702 17 10 0 -7 0 0
830 83 300.854 300.687 300.497 300.297 300.096 299.901 299.701 299.5 299.312 299.146 1.08868e+08 56.1854 54.4342 12 8 0 -4 0 0
840 84 300.854 300.687 300.497 300.297 300.096 299.9 299.701 299.5 299.312 299.146 1.08947e+08 56.2378 54.4737 13 8 0 -5 0 0
850 85 300.853 300.687 300.497 300.297 300.095 299.9 299.701 299.5 299.312 299.146 1.0941e+08 56.4985 54.705 12 12 0 0 0 0
860 86 300.853 300.686 300.496 300.297 300.095 299.901 299.701 299.501 299.313 299.146 1.09734e+08 56.6931 54.8668 9 10 0 1 0 0
870 87 300.853 300.686 300.496 300.297 300.096 299.901 299.7 299.5 299.313 299.147 1.09511e+08 56.6009 54.7553 12 14 0 2 0 0
880 88 300.852 300.686 300.497 300.297 300.095 299.901 299.701 299.501 299.313 299.147 1.09045e+08 56.3784 54.5227 10 16 0 6 0 0
890 89 300.852 300.685 300.496 300.297 300.095 299.901 299.701 299.501 299.313 299.148 1.09487e+08 56.6357 54.7437 14 12 0 -2 0 0
900 90 300.852 300.685 300.496 300.297 300.096 299.902 299.701 299.501 299.313 299.148 1.0997e+08 56.9032 54.9851 13 16 0 3 0 0
910 91 300.851 300.685 300.495 300.297 300.096 299.902 299.7 299.501 299.313 299.149 1.09509e+08 56.6864 54.7545 14 14 0 0 0 0
920 92 300.851 300.684 300.495 300.297 300.096 299.902 299.701 299.502 299.314 299.149 1.09951e+08 56.9381 54.9755 9 11 0 2 0 0
930 93 300.85 300.683 300.495 300.296 300.097 299.902 299.701 299.501 299.314 299.149 1.1031e+08 57.155 55.1548 10 10 0 0 0 0
940 94 300.85 300.683 300.494 300.296 300.097 299.902 299.701 299.501 299.314 299.149 1.09925e+08 56.9749 54.9624 11 9 0 -2 0 0
950 95 300.85 300.682 300.494 300.296 300.097 299.902 299.701 299.502 299.313 299.15 1.09498e+08 56.7677 54.7492 13 11 0 -2 0 0
960 96 300.849 300.682 300.494 300.295 300.097 299.902 299.701 299.502 299.314 299.15 1.08663e+08 56.3597 54.3314 13 18 0 5 0 0
970 97 300.849 300.682 300.494 300.295 300.097 299.902 299.701 299.503 299.314 299.15 1.08758e+08 56.4275 54.379 14 20 0 6 0 0
980 98 300.849 300.681 300.494 300.295 300.097 299.902 299.701 299.503 299.314 299.15 1.08525e+08 56.3232 54.2624 14 9 0 -5 0 0
990 99 300.849 300.682 300.494 300.295 300.097 299.902 299.701 299.504 299.314 299.15 1.08194e+08 56.161 54.0968 8 13 0 5 0 0
1000 100 300.848 300.682 300.494 300.295 300.098 299.902 299.701 299.504 299.314 299.151 1.08547e+08 56.3602 54.2737 15 11 0 -4 0 0
1010 101 300.847 300.681 300.494 300.295 300.098 299.902 299.701 299.504 299.314 299.151 1.08548e+08 56.394 54.274 14 15 0 1 0 0
1020 102 300.848 300.681 300.494 300.295 300.098 299.901 299.7 299.504 299.314 299.152 1.08848e+08 56.5638 54.4239 11 13 0 2 0 0
1030 103 300.847 300.681 300.493 300.296 300.098 299.901 299.701 299.505 299.314 299.153 1.08724e+08 56.5171 54.3622 14 11 0 -3 0 0
1040 104 300.847 300.681 300.493 300.296 300.098 299.901 299.7 299.506 299.314 299.153 1.09039e+08 56.7045 54.5196 10 17 0 7 0 0
1050 105 300.846 300.68 300.492 300.296 300.098 299.901 299.7 299.506 299.314 299.153 1.09205e+08 56.8252 54.6024 10 10 0 0 0 0
1060 106 300.846 300.68 300.491 300.296 300.098 299.901 299.701 299.507 299.314 299.154 1.0913e+08 56.8214 54.5652 9 12 0 3 0 0
1070 107 300.845 300.679 300.49 300.295 300.098 299.9 299.701 299.507 299.315 299.154 1.09856e+08 57.2448 54.9281 13 8 0 -5 0 0
1080 108 300.845 300.679 300.49 300.296 300.098 299.9 299.702 299.507 299.315 299.154 1.09763e+08 57.2225 54.8817 12 11 0 -1 0 0
1090 109 300.845 300.679 300.49 300.295 300.098 299.901 299.701 299.508 299.315 299.155 1.09212e+08 56.9599 54.6058 8 8 0 0 0 0
1100 110 300.844 300.678 300.49 300.295 300.098 299.901 299.702 299.508 299.315 299.156 1.09398e+08 57.0811 54.699 15 10 0 -5 0 0
1110 111 300.844 300.678 300.489 300.295 300.097 299.901 299.701 299.508 299.316 299.156 1.09212e+08 57.0057 54.6062 16 13 0 -3 0 0
1120 112 300.844 300.677 300.49 300.295 300.097 299.901 299.702 299.508 299.316 299.156 1.09752e+08 57.305 54.8761 16 14 0 -2 0 0
1130 113 300.843 300.677 300.49 300.295 300.097 299.901 299.702 299.508 299.317 299.156 1.09344e+08 57.1148 54.6718 7 12 0 5 0 0
1140 114 300.843 300.677 300.489 300.295 300.097 299.901 299.702 299.509 299.316 299.156 1.0909e+08 56.9961 54.5449 12 17 0 5 0 0
1150 115 300.842 300.677 300.489 300.294 300.097 299.902 299.702 299.509 299.316 299.156 1.08551e+08 56.7365 54.2756 9 10 0 1 0 0
1160 116 300.842 300.677 300.488 300.295 300.097 299.902 299.702 299.509 299.316 299.157 1.08871e+08 56.9189 54.4354 6 7 0 1 0 0
1170 117 300.842 300.676 300.489 300.294 300.097 299.902 299.702 299.51 299.316 299.157 1.09273e+08 57.1552 54.6366 12 16 0 4 0 0
1180 118 300.842 300.676 300.489 300.294 300.097 299.902 299.703 299.51 299.317 299.157 1.09165e+08 57.1072 54.5823 13 21 0 8 0 0
1190 119 300.841 300.675 300.489 300.294 300.097 299.901 299.703 299.511 299.317 299.157 1.09319e+08 57.2128 54.6595 8 9 0 1 0 0
1200 120 300.841 300.675 300.489 300.293 300.097 299.901 299.703 299.51 299.317 299.157 1.09136e+08 57.1242 54.5681 7 17 0 10 0 0
1210 121 300.84 300.675 300.489 300.293 300.098 299.901 299.703 299.511 299.317 299.157 1.08622e+08 56.8669 54.3109 8 8 0 0 0 0
1220 122 300.84 300.675 300.489 300.292 300.098 299.9 299.704 299.511 299.318 299.157 1.08097e+08 56.6162 54.0483 12 13 0 1 0 0
1230 123 300.84 300.675 300.489 300.292 300.098 299.899 299.704 299.511 299.318 299.158 1.08443e+08 56.8105 54.2215 12 7 0 -5 0 0
1240 124 300.84 300.675 300.489 300.292 300.098 299.899 299.705 299.511 299.318 299.158 1.08764e+08 57.0035 54.3818 11 15 0 4 0 0
1250 125 300.839 300.674 300.489 300.292 300.098 299.899 299.705 299.511 299.318 299.158 1.08905e+08 57.0996 54.4527 9 15 0 6 0 0
1260 126 300.839 300.674 300.488 300.292 300.097 299.899 299.705 299.511 299.319 299.158 1.08904e+08 57.1147 54.4518 14 13 0 -1 0 0
1270 127 300.839 300.673 300.488 300.292 300.097 299.899 299.705 299.511 299.319 299.159 1.09056e+08 57.2116 54.5281 14 13 0 -1 0 0
1280 128 300.839 300.674 300.489 300.292 300.097 299.899 299.705 299.512 299.319 299.159 1.08874e+08 57.1174 54.4368 16 9 0 -7 0 0
1290 129 300.839 300.673 300.488 300.293 300.097 299.899 299.706 299.512 299.319 299.159 1.0908e+08 57.2383 54.5398 7 13 0 6 0 0
1300 130 300.839 300.673 300.489 300.293 300.097 299.899 299.706 299.512 299.319 299.159 1.09296e+08 57.3634 54.648 14 16 0 2 0 0
1310 131 300.838 300.672 300.489 300.293 300.097 299.899 299.706 299.512 299.32 299.159 1.09436e+08 57.4501 54.718 12 12 0 0 0 0
1320 132 300.838 300.672 300.489 300.293 300.097 299.9 299.707 299.512 299.32 299.159 1.09929e+08 57.739 54.9647 14 7 0 -7 0 0
1330 133 300.837 300.672 300.489 300.292 300.097 299.9 299.706 299.511 299.32 299.16 1.10228e+08 57.9192 55.1139 11 14 0 3 0 0
1340 134 300.837 300.671 300.489 300.292 300.097 299.9 299.706 299.511 299.321 299.16 1.09978e+08 57.8243 54.9889 8 10 0 2 0 0
1350 135 300.836 300.671 300.489 300.291 300.098 299.9 299.706 299.511 299.321 299.16 1.09991e+08 57.8501 54.9953 13 13 0 0 0 0
1360 136 300.836 300.671 300.489 300.291 300.098 299.899 299.706 299.511 299.321 299.161 1.10341e+08 58.0467 55.1703 11 13 0 2 0 0
1370 137 300.835 300.67 300.488 300.291 300.098 299.899 299.706 299.511 299.322 299.16 1.1063e+08 58.2237 55.3151 9 22 0 13 0 0
1380 138 300.835 300.67 300.488 300.291 300.098 299.899 299.707 299.511 299.323 299.161 1.10936e+08 58.433 55.4682 14 14 0 0 0 0
1390 139 300.834 300.669 300.487 300.292 300.098 299.9 299.707 299.512 299.323 299.161 1.11622e+08 58.8231 55.811 13 13 0 0 0 0
1400 140 300.834 300.669 300.487 300.292 300.098 299.9 299.707 299.512 299.324 299.162 1.1169e+08 58.8864 55.8452 5 9 0 4 0 0
1410 141 300.834 300.669 300.487 300.292 300.098 299.899 299.707 299.512 299.325 299.162 1.11808e+08 58.9675 55.9038 11 14 0 3 0 0
1420 142 300.834 300.668 300.487 300.292 300.098 299.899 299.707 299.512 299.325 299.163 1.11619e+08 58.894 55.8096 18 11 0 -7 0 0
1430 143 300.833 300.668 300.487 300.291 300.098 299.899 299.707 299.512 299.326 299.163 1.11259e+08 58.7256 55.6296 9 9 0 0 0 0
1440 144 300.833 300.668 300.487 300.292 300.098 299.899 299.707 299.512 299.326 299.163 1.11194e+08 58.7154 55.5972 12 9 0 -3 0 0
1450 145 300.832 300.668 300.487 300.291 300.098 299.899 299.707 299.512 299.326 299.164 1.11198e+08 58.7413 55.5989 13 8 0 -5 0 0
1460 146 300.832 300.668 300.487 300.291 300.098 299.899 299.707 299.512 299.326 299.164 1.11982e+08 59.1647 55.991 17 20 0 3 0 0
1470 147 300.832 300.667 300.487 300.291 300.097 299.9 299.707 299.512 299.327 299.164 1.11978e+08 59.1773 55.9892 15 16 0 1 0 0
1480 148 300.831 300.667 300.487 300.291 300.098 299.9 299.707 299.512 299.327 299.164 1.11622e+08 59.0187 55.811 10 9 0 -1 0 0
1490 149 300.831 300.666 300.486 300.292 300.097 299.899 299.706 299.512 299.328 299.164 1.12336e+08 59.4169 56.168 9 5 0 -4 0 0
1500 150 300.83 300.666 300.486 300.292 300.097 299.899 299.706 299.513 299.328 299.164 1.12593e+08 59.5799 56.2963 12 16 0 4 0 0
1510 151 300.83 300.665 300.486 300.292 300.097 299.899 299.706 299.513 299.329 299.164 1.1241e+08 59.5016 56.205 14 12 0 -2 0 0
1520 152 300.829 300.665 300.486 300.293 300.097 299.9 299.705 299.513 299.329 299.165 1.12735e+08 59.6969 56.3674 8 12 0 4 0 0
1530 153 300.829 300.665 300.485 300.292 300.097 299.899 299.706 299.513 299.329 299.165 1.12369e+08 59.5354 56.1846 18 14 0 -4 0 0
1540 154 300.829 300.665 300.485 300.292 300.097 299.9 299.706 299.513 299.33 299.165 1.12474e+08 59.5984 56.2372 10 15 0 5 0 0
1550 155 300.828 300.665 300.485 300.292 300.098 299.9 299.706 299.512 299.33 299.165 1.12565e+08 59.6569 56.2826 14 11 0 -3 0 0
1560 156 300.828 300.665 300.485 300.292 300.098 299.9 299.706 299.512 299.33 299.165 1.11987e+08 59.3625 55.9934 18 8 0 -10 0 0
1570 157 300.827 300.665 300.484 300.292 300.098 299.9 299.706 299.512 299.331 299.165 1.1195e+08 59.3656 55.9751 14 12 0 -2 0 0
1580 158 300.827 300.665 300.485 300.291 300.098 299.9 299.706 299.513 299.331 299.165 1.11597e+08 59.2023 55.7984 7 12 0 5 0 0
1590 159 300.826 300.664 300.484 300.291 300.099 299.9 299.707 299.513 299.331 299.165 1.12001e+08 59.443 56.0005 13 9 0 -4 0 0
1600 160 300.826 300.664 300.485 300.291 300.099 299.9 299.707 299.514 299.331 299.166 1.11841e+08 59.3824 55.9203 7 7 0 0 0 0
1610 161 300.826 300.663 300.485 300.291 300.099 299.899 299.707 299.514 299.331 299.167 1.11559e+08 59.2563 55.7796 9 14 0 5 0 0
1620 162 300.825 300.663 300.484 300.291 300.099 299.899 299.706 299.514 299.331 299.167 1.11785e+08 59.4072 55.8924 9 10 0 1 0 0
1630 163 300.825 300.662 300.484 300.291 300.099 299.899 299.706 299.514 299.332 299.167 1.11682e+08 59.3767 55.8411 10 10 0 0 0 0
1640 164 300.824 300.662 300.484 300.29 300.099 299.899 299.706 299.515 299.332 299.167 1.12061e+08 59.5989 56.0306 9 9 0 0 0 0
1650 165 300.824 300.662 300.484 300.29 300.099 299.899 299.706 299.515 299.332 299.167 1.11598e+08 59.357 55.7992 14 15 0 1 0 0
1660 166 300.824 300.661 300.484 300.29 300.099 299.899 299.706 299.515 299.332 299.168 1.11532e+08 59.3455 55.7661 15 14 0 -1 0 0
1670 167 300.824 300.661 300.483 300.29 300.099 299.9 299.705 299.515 299.332 299.168 1.11617e+08 59.4066 55.8085 16 17 0 1 0 0
1680 168 300.824 300.66 300.483 300.289 300.099 299.9 299.705 299.515 299.332 299.168 1.11714e+08 59.4739 55.857 8 11 0 3 0 0
1690 169 300.823 300.66 300.482 300.289 300.099 299.9 299.705 299.515 299.332 299.168 1.11903e+08 59.6037 55.9515 14 8 0 -6 0 0
1700 170 300.823 300.66 300.482 300.289 300.099 299.9 299.705 299.516 299.332 299.169 1.12423e+08 59.9059 56.2114 12 22 0 10 0 0
1710 171 300.823 300.66 300.482 300.289 300.098 299.901 299.706 299.515 299.333 299.169 1.1208e+08 59.7451 56.0402 19 19 0 0 0 0
1720 172 300.822 300.659 300.482 300.289 300.098 299.901 299.705 299.516 299.333 299.169 1.12238e+08 59.8417 56.1188 15 14 0 -1 0 0
1730 173 300.822 300.659 300.482 300.289 300.099 299.901 299.705 299.515 299.333 299.169 1.11639e+08 59.5284 55.8193 6 18 0 12 0 0
1740 174 300.822 300.659 300.482 300.289 300.099 299.901 299.705 299.515 299.333 299.169 1.11532e+08 59.4777 55.7659 6 20 0 14 0 0
1750 175 300.822 300.659 300.482 300.289 300.099 299.901 299.705 299.515 299.334 299.169 1.11154e+08 59.2829 55.5771 12 10 0 -2 0 0
1760 176 300.822 300.659 300.481 300.289 300.099 299.901 299.705 299.515 299.334 299.17 1.11304e+08 59.3828 55.6518 15 9 0 -6 0 0
1770 177 300.822 300.659 300.481 300.289 300.099 299.901 299.705 299.515 299.334 299.17 1.11574e+08 59.5492 55.7872 10 9 0 -1 0 0
1780 178 300.822 300.658 300.481 300.29 300.099 299.901 299.706 299.515 299.334 299.171 1.10945e+08 59.2235 55.4726 12 12 0 0 0 0
1790 179 300.822 300.658 300.48 300.29 300.099 299.901 299.705 299.515 299.334 299.171 1.103e+08 58.8899 55.1499 13 18 0 5 0 0
1800 180 300.821 300.658 300.48 300.289 300.099 299.901 299.705 299.515 299.334 299.171 1.1037e+08 58.9504 55.1849 12 13 0 1 0 0
1810 181 300.821 300.658 300.48 300.289 300.099 299.901 299.705 299.515 299.335 299.171 1.09995e+08 58.7633 54.9976 10 16 0 6 0 0
1820 182 300.821 300.658 300.479 300.289 300.099 299.901 299.705 299.515 299.335 299.171 1.09954e+08 58.7597 54.977 10 3 0 -7 0 0
1830 183 300.82 300.658 300.479 300.289 300.099 299.901 299.705 299.515 299.335 299.172 1.09742e+08 58.6682 54.8709 14 7 0 -7 0 0
1840 184 300.82 300.658 300.478 300.289 300.099 299.901 299.705 299.516 299.335 299.172 1.09459e+08 58.5248 54.7294 10 14 0 4 0 0
